,loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
0,0.32782983779907227,0.000400746677769348,0.6886365413665771,0.6753941774368286,0.10335925966501236,0.00213623046875,0.926493763923645,0.9098660945892334
1,0.05911635607481003,0.03235071897506714,0.9569742679595947,0.9466663002967834,0.04523242264986038,0.0528920479118824,0.9591391682624817,0.9663269519805908
2,0.03765429928898811,0.07455327361822128,0.97064208984375,0.9665534496307373,0.035393163561820984,0.07745584845542908,0.9728929400444031,0.9680882096290588
3,0.033895574510097504,0.09470021724700928,0.9736505150794983,0.9701557159423828,0.02983337640762329,0.1046282947063446,0.9761072993278503,0.9741747975349426
4,0.029074538499116898,0.11205805093050003,0.97694993019104,0.9746333360671997,0.02842668443918228,0.11617472022771835,0.9794461727142334,0.9733270406723022
5,0.027029627934098244,0.1228354424238205,0.978568971157074,0.9765610098838806,0.03066745400428772,0.11259765923023224,0.9786528944969177,0.9706051349639893
6,0.02432522550225258,0.13111089169979095,0.9805193543434143,0.9788758158683777,0.025899944826960564,0.14377889037132263,0.9771414995193481,0.980556070804596
7,0.025230802595615387,0.13340957462787628,0.9801194071769714,0.9783350229263306,0.02394767291843891,0.14112447202205658,0.9826257824897766,0.9777981638908386
8,0.022060876712203026,0.1431782990694046,0.9822672009468079,0.9810163974761963,0.023905733600258827,0.14981403946876526,0.9816092848777771,0.9792007207870483
9,0.02186734601855278,0.14609350264072418,0.9825037121772766,0.9812475442886353,0.02390253357589245,0.15501321852207184,0.9807397127151489,0.9803895354270935
10,0.019967587664723396,0.15258346498012543,0.983867883682251,0.982854425907135,0.021188493818044662,0.15254272520542145,0.9860571622848511,0.9790694117546082
11,0.019582577049732208,0.1549781858921051,0.9842004776000977,0.9832311868667603,0.02211880125105381,0.14882995188236237,0.9819796085357666,0.9817705154418945
12,0.019546017050743103,0.1571899950504303,0.9843932390213013,0.9833506941795349,0.02184884436428547,0.1688387095928192,0.9773616790771484,0.9876537919044495
13,0.0182952918112278,0.16140055656433105,0.9852759838104248,0.9843689203262329,0.023999474942684174,0.17289510369300842,0.9790452122688293,0.983749508857727
14,0.025297531858086586,0.15854857861995697,0.9817800521850586,0.9805334210395813,0.029856961220502853,0.13423319160938263,0.9774781465530396,0.9759576916694641
15,0.017687074840068817,0.15705882012844086,0.9856978058815002,0.9848877787590027,0.0202022735029459,0.17066793143749237,0.9818689227104187,0.9857684969902039
16,0.01597515493631363,0.1696051061153412,0.9870398044586182,0.9863754510879517,0.02086462639272213,0.17398762702941895,0.9847612380981445,0.9820610880851746
17,0.02157328650355339,0.17063716053962708,0.9850210547447205,0.9841136336326599,0.3376210033893585,0.0884552001953125,0.8506050705909729,0.8311296701431274
18,0.024884803220629692,0.1506643146276474,0.9821957349777222,0.9807718992233276,0.01947096735239029,0.16769693791866302,0.9846754670143127,0.9836301803588867
19,0.01488416362553835,0.17304874956607819,0.9879223704338074,0.9873040318489075,0.019271407276391983,0.17758768796920776,0.9841023683547974,0.9850335717201233
